mã_câu	chủ_đề_gốc	loại	kênh	có_truyện	trạng_thái_đánh_giá	hoàn_cảnh	năng_lực_được_hỗ_trợ	chuyển_động_suy_ngẫm	độ_sâu	độ_chắc_chắn
tired_body_waits_for_the_train	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	tự_cảm_thông	chấp_nhận_giới_hạn	2	cao
wakeful_hours_fill_the_hourglass	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	nhận_biết_cảm_xúc	nhận_ra	2	trung_bình
wallet_lightens_before_bill_disappears	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	áp_lực_công_việc	chịu_đựng_bất_định	chấp_nhận_giới_hạn	2	trung_bình
water_settles_when_untouched	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	chậm_lại	4	cao
another_persons_measure_cannot_fit_your_life	self_understanding	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	đặt_lại_giả_định	3	cao
another_persons_shoes_hurt	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	đặt_lại_giả_định	2	cao
attributed.confucius.book_ii_ch15.thought	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	không_gắn_hoàn_cảnh_cụ_thể	phán_đoán_độc_lập	giữ_hai_mặt	4	cao
attributed.confucius.book_ii_ch17.knowledge	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	bất_định	phán_đoán_độc_lập	chấp_nhận_giới_hạn	4	cao
attributed.confucius.book_iv_ch17.inward	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	nhận_ra	4	cao
attributed.confucius.book_xv_ch20.seek	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	mâu_thuẫn_quan_hệ	trách_nhiệm	nhận_ra	3	cao
attributed.dhammapada.verse_050.own_deeds	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	mâu_thuẫn_quan_hệ	trách_nhiệm	nhận_ra	3	cao
attributed.dhammapada.verse_081.rock	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	so_sánh	làm_rõ_giá_trị	làm_rõ_giá_trị	3	cao
attributed.dhammapada.verse_103.self_conquest	self_understanding	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	chưa_xác_định	trách_nhiệm	hành_động	1	trung_bình
attributed.dhammapada.verse_160.self_lord	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	quyền_tự_chủ	lựa_chọn	4	cao
attributed.epictetus.ench_01.appearance	self_understanding	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tổn_thương_cảm_xúc	phán_đoán_độc_lập	đặt_lại_giả_định	4	cao
attributed.laozi.chapter_02.mutual_arising	self_understanding	adapted_wisdom	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	bất_định	mở_rộng_góc_nhìn	giữ_hai_mặt	4	cao
attributed.laozi.chapter_33.know_self	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	không_gắn_hoàn_cảnh_cụ_thể	hiểu_mình	nhận_ra	4	cao
attributed.ma.ii_06.short_life	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	làm_rõ_giá_trị	lựa_chọn	4	cao
attributed.ma.ii_08.own_soul	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	tổn_thương_cảm_xúc	hiểu_mình	nhận_ra	4	cao
attributed.ma.v_11.use_of_soul	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	tìm_ý_nghĩa	làm_rõ_giá_trị	làm_rõ_giá_trị	4	cao
attributed.ma.vii_15.retain_lustre	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	làm_rõ_giá_trị	lựa_chọn	4	cao
attributed.ma.vii_59.fountain_good	self_understanding	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	hiểu_mình	kết_nối_lại	3	trung_bình
attributed.paulo_coelho.the_alchemist.004	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	quyền_tự_chủ	làm_rõ_giá_trị	3	cao
attributed.paulo_coelho.the_alchemist.013	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	định_hướng_công_việc	phán_đoán_độc_lập	nhận_ra	2	thấp
attributed.paulo_coelho.the_alchemist.016	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	mâu_thuẫn_quan_hệ	hiểu_mình	nhận_ra	3	cao
attributed.paulo_coelho.the_alchemist.025	self_understanding	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	mâu_thuẫn_quan_hệ	trách_nhiệm	nhận_ra	1	trung_bình
attributed.paulo_coelho.the_alchemist.033	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	xao_lãng	quyền_tự_chủ	lựa_chọn	2	trung_bình
attributed.paulo_coelho.the_alchemist.039	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	định_hướng_công_việc	phán_đoán_độc_lập	nhận_ra	1	thấp
attributed.paulo_coelho.the_alchemist.040	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	định_hướng_công_việc	phán_đoán_độc_lập	nhận_ra	2	thấp
attributed.paulo_coelho.the_alchemist.047	self_understanding	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	so_sánh	hiểu_mình	đặt_lại_giả_định	3	cao
attributed.paulo_coelho.the_alchemist.048	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	quyền_tự_chủ	đặt_lại_giả_định	4	cao
attributed.paulo_coelho.the_alchemist.054	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	do_dự	quyền_tự_chủ	hành_động	1	trung_bình
attributed.paulo_coelho.the_alchemist.077	self_understanding	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	làm_rõ_giá_trị	làm_rõ_giá_trị	2	trung_bình
attributed.paulo_coelho.the_alchemist.079	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	bất_định	hiểu_mình	nhận_ra	3	trung_bình
attributed.seneca.letter_78.opinion	self_understanding	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_4	tổn_thương_cảm_xúc	mở_rộng_góc_nhìn	đặt_lại_giả_định	3	cao
attributed.zhuangzi.chapter_01.rest_beneath_tree	self_understanding	adapted_wisdom	phát_hành	có	đã_quy_đổi_từ_mẫu_36	khủng_hoảng_bản_sắc	biết_đủ	đặt_lại_giả_định	4	cao
comparison_loop_digest	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	so_sánh	quyền_tự_chủ	nhận_ra	2	cao
comparison_steals_joy	self_understanding	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	so_sánh	hiểu_mình	đặt_lại_giả_định	2	cao
defense_layer_digest	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	mâu_thuẫn_quan_hệ	hiểu_mình	nhận_ra	3	cao
each_season_has_its_own_gift	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	so_sánh	biết_đủ	đổi_khung_nhìn	3	cao
first_burnt_batch_does_not_erase_the_kitchen	self_understanding	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	thất_bại	tự_cảm_thông	đổi_khung_nhìn	3	cao
first_needle_needs_light_not_blame	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	thất_bại	tự_cảm_thông	đổi_khung_nhìn	3	cao
gentle_voice_for_the_broken_bowl	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	thất_bại	tự_cảm_thông	kết_nối_lại	3	cao
gentleness_creates_room	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	tổn_thương_cảm_xúc	tự_cảm_thông	đổi_khung_nhìn	4	cao
identity_layer_digest	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	hiểu_mình	đặt_lại_giả_định	4	cao
late_flower_meets_another_sky	self_understanding	selflo_original	biên_soạn	có	đã_kiểm_chứng_trong_mẫu_88	so_sánh	biết_đủ	đổi_khung_nhìn	3	cao
marathoner_does_not_chase_sprinter_at_start	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	đặt_lại_giả_định	2	cao
neighboring_light_does_not_dim_this_lamp	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	tự_cảm_thông	đổi_khung_nhìn	2	cao
old_pattern_not_identity	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	hiểu_mình	đặt_lại_giả_định	4	cao
projection_loop_digest	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	mâu_thuẫn_quan_hệ	hiểu_mình	gọi_tên	3	cao
quote.potter_and_two_hands	self_understanding	adapted_wisdom	biên_soạn	có	đã_đánh_giá_trong_đợt_4	tổn_thương_cảm_xúc	tự_cảm_thông	giữ_hai_mặt	3	cao
scratched_table_stays_in_the_home	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	khủng_hoảng_bản_sắc	tự_cảm_thông	chấp_nhận_giới_hạn	3	cao
self_judgment_loop_digest	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	thất_bại	hiểu_mình	đặt_lại_giả_định	3	cao
shadow_length_depends_on_sun	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	đặt_lại_giả_định	3	cao
trains_leave_together_for_different_cities	self_understanding	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_4	so_sánh	hiểu_mình	đổi_khung_nhìn	2	cao
two_trees_begin_with_different_seeds	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	so_sánh	mở_rộng_góc_nhìn	đổi_khung_nhìn	2	trung_bình
two_windows_receive_the_same_sun	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	so_sánh	mở_rộng_góc_nhìn	giữ_hai_mặt	3	trung_bình
young_tree_tied_with_soft_cloth	self_understanding	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	hồi_phục	chưa_xác_định	chấp_nhận_giới_hạn	3	thấp
attributed.confucius.book_i_ch01.learning	work_achievement	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	sức_bền	hành_động	3	cao
attributed.confucius.book_vii_ch08.eager	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	trách_nhiệm	hành_động	4	cao
attributed.laozi.chapter_24.tiptoes	work_achievement	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_9	quá_tải	biết_đủ	chấp_nhận_giới_hạn	3	cao
attributed.ma.iv_31.love_your_art	work_achievement	adapted_wisdom	phát_hành	có	đã_quy_đổi_từ_mẫu_36	định_hướng_công_việc	làm_rõ_giá_trị	nhận_ra	1	cao
attributed.ma.v_01.proper_business	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	trách_nhiệm	làm_rõ_giá_trị	3	trung_bình
attributed.ma.vi_19.human_power	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	sức_bền	hành_động	2	cao
attributed.ma.vi_26.duty_elements	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	điều_hòa_cảm_xúc	hành_động	4	cao
attributed.ma.vi_50.good_effort	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	thất_bại	làm_rõ_giá_trị	đổi_khung_nhìn	4	cao
attributed.ma.vi_51.wise_work	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	làm_rõ_giá_trị	đặt_lại_giả_định	3	cao
attributed.ma.viii_32.single_acts	work_achievement	adapted_wisdom	phát_hành	không	đã_quy_đổi_từ_mẫu_36	quá_tải	quyền_tự_chủ	hành_động	2	cao
attributed.paulo_coelho.the_alchemist.007	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	thất_bại	chịu_đựng_bất_định	đặt_lại_giả_định	3	trung_bình
attributed.paulo_coelho.the_alchemist.008	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	thay_đổi	chịu_đựng_bất_định	lựa_chọn	3	trung_bình
attributed.paulo_coelho.the_alchemist.014	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	chưa_xác_định	đặt_lại_giả_định	1	thấp
attributed.paulo_coelho.the_alchemist.017	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	trách_nhiệm	chấp_nhận_giới_hạn	2	trung_bình
attributed.paulo_coelho.the_alchemist.034	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	thất_bại	quyền_tự_chủ	đặt_lại_giả_định	2	thấp
attributed.paulo_coelho.the_alchemist.042	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	làm_rõ_giá_trị	đặt_lại_giả_định	1	thấp
attributed.paulo_coelho.the_alchemist.043	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	làm_rõ_giá_trị	nhận_ra	2	trung_bình
attributed.paulo_coelho.the_alchemist.052	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	quyền_tự_chủ	đặt_lại_giả_định	1	thấp
attributed.paulo_coelho.the_alchemist.060	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	sức_bền	hành_động	1	trung_bình
attributed.paulo_coelho.the_alchemist.061	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	phán_đoán_độc_lập	lựa_chọn	3	cao
attributed.paulo_coelho.the_alchemist.073	work_achievement	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	thất_bại	chịu_đựng_bất_định	đặt_lại_giả_định	2	trung_bình
attributed.paulo_coelho.the_alchemist.078	work_achievement	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	quyền_tự_chủ	hành_động	2	trung_bình
carpenter_measures_the_uneven_leg	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	phán_đoán_độc_lập	lựa_chọn	3	cao
chair_is_repaired_for_someone	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	tìm_ý_nghĩa	kết_nối	làm_rõ_giá_trị	3	cao
cook_still_wants_to_taste_the_soup	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	cạn_năng_lượng	làm_rõ_giá_trị	nhận_ra	3	cao
do_not_throw_the_stone_into_the_next_persons_lake	work_achievement	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_9	mâu_thuẫn_quan_hệ	trách_nhiệm	phân_biệt_kiểm_soát	4	cao
door_opens_more_lightly_from_inside	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	quyền_tự_chủ	lựa_chọn	3	cao
even_stitch_follows_many_undoings	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	thất_bại	sức_bền	đổi_khung_nhìn	3	cao
hands_know_who_the_work_is_for	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	tìm_ý_nghĩa	làm_rõ_giá_trị	làm_rõ_giá_trị	4	cao
knife_sharpens_at_the_same_angle	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	định_hướng_công_việc	sức_bền	hành_động	3	cao
mason_checks_the_string_each_row	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	trách_nhiệm	hành_động	3	cao
musician_stays_with_one_lost_note	work_achievement	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	định_hướng_công_việc	sức_bền	hành_động	2	cao
not_every_stone_is_yours_to_carry_home	work_achievement	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	phán_đoán_độc_lập	phân_biệt_kiểm_soát	4	cao
price_tag_does_not_show_hours_traded	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	làm_rõ_giá_trị	đổi_khung_nhìn	4	cao
quote.builder_and_shapeless_stones	work_achievement	adapted_wisdom	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	áp_lực_công_việc	phán_đoán_độc_lập	đặt_lại_giả_định	3	trung_bình
quote.warehouse_path_between_boxes	work_achievement	adapted_wisdom	biên_soạn	có	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	sức_bền	chấp_nhận_giới_hạn	3	cao
small_daily_expense_reaches_month_end	work_achievement	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_9	áp_lực_công_việc	trách_nhiệm	nhận_ra	2	cao
timecard_cannot_measure_presence	work_achievement	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	sự_hiện_diện	đặt_lại_giả_định	4	cao
